City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
223,Bataipora,-22.2953,-53.2711,75.9,88,100,2.48,BR,2021-02-03 01:21:39
224,Emerald,-23.5333,148.1667,89.6,37,40,10.36,AU,2021-02-03 01:23:44
225,Ahipara,-35.1667,173.1667,71.69,57,6,5.39,NZ,2021-02-03 01:19:02
226,Sao Filipe,14.8961,-24.4956,71.76,78,0,7.63,CV,2021-02-03 01:23:44
227,Balabac,7.9868,117.0645,80.42,80,100,11.95,PH,2021-02-03 01:23:44
228,Puerto Ayora,-0.7393,-90.3518,77.43,84,100,7.54,EC,2021-02-03 01:19:22
229,Winnemucca,40.973,-117.7357,46.4,53,90,10.36,US,2021-02-03 01:23:45
230,Ladario,-19.0047,-57.6017,84.18,58,55,1.28,BR,2021-02-03 01:23:45
231,Georgetown,5.4112,100.3354,80.6,83,20,3.44,MY,2021-02-03 01:23:45
232,Bangassou,4.7413,22.8184,70.41,42,98,1.32,CF,2021-02-03 01:23:45
233,Santarem,-2.4431,-54.7083,80.6,83,20,5.75,BR,2021-02-03 01:22:36
234,Tres Arroyos,-38.3739,-60.2798,59.0,72,50,8.32,AR,2021-02-03 01:23:45
235,Igarka,67.4667,86.5833,-6.65,90,99,10.16,RU,2021-02-03 01:19:21
236,Guilin,25.2819,110.2864,53.6,87,90,4.47,CN,2021-02-03 01:23:45
237,Srednekolymsk,67.45,153.6833,-20.56,87,100,3.94,RU,2021-02-03 01:23:46
238,Port Hedland,-20.3167,118.5667,87.8,66,40,16.11,AU,2021-02-03 01:18:46
239,Kiyasovo,56.3491,53.1244,6.28,95,77,3.85,RU,2021-02-03 01:23:46
240,Chokurdakh,70.6333,147.9167,-10.53,89,30,6.42,RU,2021-02-03 01:23:46
241,Greymouth,-42.4667,171.2,67.01,64,0,7.87,NZ,2021-02-03 01:23:46
242,Constitucion,-35.3333,-72.4167,59.05,83,0,5.91,CL,2021-02-03 01:23:46
243,Butaritari,3.0707,172.7902,82.04,83,52,18.14,KI,2021-02-03 01:23:47
244,Klaksvik,62.2266,-6.589,32.0,86,20,9.22,FO,2021-02-03 01:18:58
